Source,Target,Type,Weight
47,52,Undirected,1
47,85,Undirected,1
25,85,Undirected,1
30,85,Undirected,1
28,85,Undirected,1
12,62,Undirected,2
47,62,Undirected,2
31,66,Undirected,2
32,66,Undirected,1
52,55,Undirected,1
52,66,Undirected,1
52,63,Undirected,1
39,66,Undirected,1
55,66,Undirected,1
66,67,Undirected,1
63,67,Undirected,1
63,66,Undirected,1
28,42,Undirected,2
42,72,Undirected,2
51,72,Undirected,1
38,89,Undirected,1
21,89,Undirected,1
3,89,Undirected,1
4,78,Undirected,1
4,89,Undirected,1
31,89,Undirected,1
22,89,Undirected,1
2,78,Undirected,1
2,89,Undirected,1
6,89,Undirected,1
23,89,Undirected,1
32,89,Undirected,1
8,78,Undirected,2
8,89,Undirected,1
13,89,Undirected,1
27,89,Undirected,1
58,80,Undirected,1
58,78,Undirected,1
58,89,Undirected,1
9,78,Undirected,2
9,89,Undirected,1
39,78,Undirected,1
39,89,Undirected,1
25,78,Undirected,1
25,89,Undirected,1
41,78,Undirected,1
41,89,Undirected,1
14,89,Undirected,1
15,89,Undirected,1
55,78,Undirected,1
55,89,Undirected,1
12,80,Undirected,1
12,78,Undirected,1
12,89,Undirected,1
62,89,Undirected,1
11,89,Undirected,1
45,78,Undirected,2
45,89,Undirected,1
43,78,Undirected,1
43,89,Undirected,1
30,89,Undirected,1
19,89,Undirected,1
17,80,Undirected,1
78,80,Undirected,1
80,89,Undirected,1
17,78,Undirected,1
17,89,Undirected,1
28,78,Undirected,1
28,89,Undirected,1
46,89,Undirected,1
78,89,Undirected,1
60,62,Undirected,1
2,68,Undirected,2
72,75,Undirected,1
22,70,Undirected,3
7,70,Undirected,3
15,70,Undirected,2
40,55,Undirected,1
40,63,Undirected,1
36,40,Undirected,2
40,70,Undirected,1
55,70,Undirected,3
43,70,Undirected,1
36,70,Undirected,1
46,70,Undirected,2
38,44,Undirected,1
22,44,Undirected,8
32,44,Undirected,7
44,58,Undirected,3
44,67,Undirected,3
44,49,Undirected,1
42,75,Undirected,2
40,68,Undirected,2
40,74,Undirected,4
12,42,Undirected,1
42,56,Undirected,1
20,40,Undirected,2
40,72,Undirected,3
20,68,Undirected,1
68,72,Undirected,1
43,53,Undirected,4
63,75,Undirected,1
17,75,Undirected,3
53,62,Undirected,1
53,74,Undirected,1
62,74,Undirected,1
43,44,Undirected,6
17,44,Undirected,6
42,58,Undirected,4
16,60,Undirected,1
24,70,Undirected,1
58,70,Undirected,1
54,70,Undirected,2
40,44,Undirected,6
44,62,Undirected,1
40,62,Undirected,1
42,74,Undirected,1
54,72,Undirected,1
42,52,Undirected,1
42,67,Undirected,1
41,74,Undirected,1
41,72,Undirected,1
36,75,Undirected,1
53,70,Undirected,1
20,60,Undirected,2
20,42,Undirected,2
1,78,Undirected,1
56,60,Undirected,2
60,78,Undirected,1
7,78,Undirected,1
20,56,Undirected,1
56,78,Undirected,1
20,78,Undirected,1
36,60,Undirected,1
42,44,Undirected,5
20,44,Undirected,1
16,53,Undirected,1
16,58,Undirected,1
16,55,Undirected,1
16,49,Undirected,1
49,66,Undirected,1
49,85,Undirected,1
42,66,Undirected,1
42,85,Undirected,1
58,66,Undirected,1
17,66,Undirected,1
17,85,Undirected,1
66,85,Undirected,1
60,63,Undirected,1
28,53,Undirected,1
